,Description,description,tokens,cleaned_tokens
10,"An attacker leverages a weakness present in the database access layer code generated with an Object Relational Mapping (ORM) tool or a weakness in the way that a developer used a persistence framework to inject their own SQL commands to be executed against the underlying database. The attack here is similar to plain SQL injection, except that the application does not use JDBC to directly talk to the database, but instead it uses a data access layer generated by an ORM tool or framework (e.g. Hibernate). While most of the time code generated by an ORM tool contains safe access methods that are immune to SQL injection, sometimes either due to some weakness in the generated code or due to the fact that the developer failed to use the generated access methods properly, SQL injection is still possible.",an attacker leverages a weakness present in the database access layer code generated with an object relational mapping  orm  tool or a weakness in the way that a developer used a persistence framework to inject their own sql commands to be executed against the underlying database the attack here is similar to plain sql injection  except that the application does not use jdbc to directly talk to the database  but instead it uses a data access layer generated by an orm tool or framework  e g hibernate  while most of the time code generated by an orm tool contains safe access methods that are immune to sql injection  sometimes either due to some weakness in the generated code or due to the fact that the developer failed to use the generated access methods properly  sql injection is still possible ,"['an', 'attacker', 'leverages', 'a', 'weakness', 'present', 'in', 'the', 'database', 'access', 'layer', 'code', 'generated', 'with', 'an', 'object', 'relational', 'mapping', 'orm', 'tool', 'or', 'a', 'weakness', 'in', 'the', 'way', 'that', 'a', 'developer', 'used', 'a', 'persistence', 'framework', 'to', 'inject', 'their', 'own', 'sql', 'commands', 'to', 'be', 'executed', 'against', 'the', 'underlying', 'database', 'the', 'attack', 'here', 'is', 'similar', 'to', 'plain', 'sql', 'injection', 'except', 'that', 'the', 'application', 'does', 'not', 'use', 'jdbc', 'to', 'directly', 'talk', 'to', 'the', 'database', 'but', 'instead', 'it', 'uses', 'a', 'data', 'access', 'layer', 'generated', 'by', 'an', 'orm', 'tool', 'or', 'framework', 'e', 'g', 'hibernate', 'while', 'most', 'of', 'the', 'time', 'code', 'generated', 'by', 'an', 'orm', 'tool', 'contains', 'safe', 'access', 'methods', 'that', 'are', 'immune', 'to', 'sql', 'injection', 'sometimes', 'either', 'due', 'to', 'some', 'weakness', 'in', 'the', 'generated', 'code', 'or', 'due', 'to', 'the', 'fact', 'that', 'the', 'developer', 'failed', 'to', 'use', 'the', 'generated', 'access', 'methods', 'properly', 'sql', 'injection', 'is', 'still', 'possible']","['attacker', 'leverages', 'weakness', 'present', 'database', 'access', 'layer', 'code', 'generated', 'object', 'relational', 'mapping', 'orm', 'tool', 'weakness', 'way', 'developer', 'used', 'persistence', 'framework', 'inject', 'sql', 'commands', 'executed', 'underlying', 'database', 'attack', 'similar', 'plain', 'sql', 'injection', 'except', 'application', 'use', 'jdbc', 'directly', 'talk', 'database', 'instead', 'uses', 'data', 'access', 'layer', 'generated', 'orm', 'tool', 'framework', 'e', 'g', 'hibernate', 'time', 'code', 'generated', 'orm', 'tool', 'contains', 'safe', 'access', 'methods', 'immune', 'sql', 'injection', 'sometimes', 'either', 'due', 'weakness', 'generated', 'code', 'due', 'fact', 'developer', 'failed', 'use', 'generated', 'access', 'methods', 'properly', 'sql', 'injection', 'still', 'possible']"
11,"An attack of this type exploits a Web server's decision to take action based on filename or file extension. Because different file types are handled by different server processes, misclassification may force the Web server to take unexpected action, or expected actions in an unexpected sequence. This may cause the server to exhaust resources, supply debug or system data to the attacker, or bind an attacker to a remote process.",an attack of this type exploits a web server s decision to take action based on filename or file extension because different file types are handled by different server processes  misclassification may force the web server to take unexpected action  or expected actions in an unexpected sequence this may cause the server to exhaust resources  supply debug or system data to the attacker  or bind an attacker to a remote process ,"['an', 'attack', 'of', 'this', 'type', 'exploits', 'a', 'web', 'server', 's', 'decision', 'to', 'take', 'action', 'based', 'on', 'filename', 'or', 'file', 'extension', 'because', 'different', 'file', 'types', 'are', 'handled', 'by', 'different', 'server', 'processes', 'misclassification', 'may', 'force', 'the', 'web', 'server', 'to', 'take', 'unexpected', 'action', 'or', 'expected', 'actions', 'in', 'an', 'unexpected', 'sequence', 'this', 'may', 'cause', 'the', 'server', 'to', 'exhaust', 'resources', 'supply', 'debug', 'or', 'system', 'data', 'to', 'the', 'attacker', 'or', 'bind', 'an', 'attacker', 'to', 'a', 'remote', 'process']","['attack', 'type', 'exploits', 'web', 'server', 'decision', 'take', 'action', 'based', 'filename', 'file', 'extension', 'different', 'file', 'types', 'handled', 'different', 'server', 'processes', 'misclassification', 'may', 'force', 'web', 'server', 'take', 'unexpected', 'action', 'expected', 'actions', 'unexpected', 'sequence', 'may', 'cause', 'server', 'exhaust', 'resources', 'supply', 'debug', 'system', 'data', 'attacker', 'bind', 'attacker', 'remote', 'process']"
12,"An attacker modifies the parameters of the SOAP message that is sent from the service consumer to the service provider to initiate a SQL injection attack. On the service provider side, the SOAP message is parsed and parameters are not properly validated before being used to access a database in a way that does not use parameter binding, thus enabling the attacker to control the structure of the executed SQL query. This pattern describes a SQL injection attack with the delivery mechanism being a SOAP message.",an attacker modifies the parameters of the soap message that is sent from the service consumer to the service provider to initiate a sql injection attack on the service provider side  the soap message is parsed and parameters are not properly validated before being used to access a database in a way that does not use parameter binding  thus enabling the attacker to control the structure of the executed sql query this pattern describes a sql injection attack with the delivery mechanism being a soap message ,"['an', 'attacker', 'modifies', 'the', 'parameters', 'of', 'the', 'soap', 'message', 'that', 'is', 'sent', 'from', 'the', 'service', 'consumer', 'to', 'the', 'service', 'provider', 'to', 'initiate', 'a', 'sql', 'injection', 'attack', 'on', 'the', 'service', 'provider', 'side', 'the', 'soap', 'message', 'is', 'parsed', 'and', 'parameters', 'are', 'not', 'properly', 'validated', 'before', 'being', 'used', 'to', 'access', 'a', 'database', 'in', 'a', 'way', 'that', 'does', 'not', 'use', 'parameter', 'binding', 'thus', 'enabling', 'the', 'attacker', 'to', 'control', 'the', 'structure', 'of', 'the', 'executed', 'sql', 'query', 'this', 'pattern', 'describes', 'a', 'sql', 'injection', 'attack', 'with', 'the', 'delivery', 'mechanism', 'being', 'a', 'soap', 'message']","['attacker', 'modifies', 'parameters', 'soap', 'message', 'sent', 'service', 'consumer', 'service', 'provider', 'initiate', 'sql', 'injection', 'attack', 'service', 'provider', 'side', 'soap', 'message', 'parsed', 'parameters', 'properly', 'validated', 'used', 'access', 'database', 'way', 'use', 'parameter', 'binding', 'thus', 'enabling', 'attacker', 'control', 'structure', 'executed', 'sql', 'query', 'pattern', 'describes', 'sql', 'injection', 'attack', 'delivery', 'mechanism', 'soap', 'message']"
13,An attacker targets a system that uses JavaScript Object Notation (JSON) as a transport mechanism between the client and the server (common in Web 2.0 systems using AJAX) to steal possibly confidential information transmitted from the server back to the client inside the JSON object by taking advantage of the loophole in the browser's Same Origin Policy that does not prohibit JavaScript from one website to be included and executed in the context of another website.,an attacker targets a system that uses javascript object notation  json  as a transport mechanism between the client and the server  common in web 2 0 systems using ajax  to steal possibly confidential information transmitted from the server back to the client inside the json object by taking advantage of the loophole in the browser s same origin policy that does not prohibit javascript from one website to be included and executed in the context of another website ,"['an', 'attacker', 'targets', 'a', 'system', 'that', 'uses', 'javascript', 'object', 'notation', 'json', 'as', 'a', 'transport', 'mechanism', 'between', 'the', 'client', 'and', 'the', 'server', 'common', 'in', 'web', '2', '0', 'systems', 'using', 'ajax', 'to', 'steal', 'possibly', 'confidential', 'information', 'transmitted', 'from', 'the', 'server', 'back', 'to', 'the', 'client', 'inside', 'the', 'json', 'object', 'by', 'taking', 'advantage', 'of', 'the', 'loophole', 'in', 'the', 'browser', 's', 'same', 'origin', 'policy', 'that', 'does', 'not', 'prohibit', 'javascript', 'from', 'one', 'website', 'to', 'be', 'included', 'and', 'executed', 'in', 'the', 'context', 'of', 'another', 'website']","['attacker', 'targets', 'system', 'uses', 'javascript', 'object', 'notation', 'json', 'transport', 'mechanism', 'client', 'server', 'common', 'web', '2', '0', 'systems', 'using', 'ajax', 'steal', 'possibly', 'confidential', 'information', 'transmitted', 'server', 'back', 'client', 'inside', 'json', 'object', 'taking', 'advantage', 'loophole', 'browser', 'origin', 'policy', 'prohibit', 'javascript', 'one', 'website', 'included', 'executed', 'context', 'another', 'website']"
14,"In this attack, some asset (information, functionality, identity, etc.) is protected by a finite secret value. The attacker attempts to gain access to this asset by using trial-and-error to exhaustively explore all the possible secret values in the hope of finding the secret (or a value that is functionally equivalent) that will unlock the asset.",in this attack  some asset  information  functionality  identity  etc   is protected by a finite secret value the attacker attempts to gain access to this asset by using trial and error to exhaustively explore all the possible secret values in the hope of finding the secret  or a value that is functionally equivalent  that will unlock the asset ,"['in', 'this', 'attack', 'some', 'asset', 'information', 'functionality', 'identity', 'etc', 'is', 'protected', 'by', 'a', 'finite', 'secret', 'value', 'the', 'attacker', 'attempts', 'to', 'gain', 'access', 'to', 'this', 'asset', 'by', 'using', 'trial', 'and', 'error', 'to', 'exhaustively', 'explore', 'all', 'the', 'possible', 'secret', 'values', 'in', 'the', 'hope', 'of', 'finding', 'the', 'secret', 'or', 'a', 'value', 'that', 'is', 'functionally', 'equivalent', 'that', 'will', 'unlock', 'the', 'asset']","['attack', 'asset', 'information', 'functionality', 'identity', 'etc', 'protected', 'finite', 'secret', 'value', 'attacker', 'attempts', 'gain', 'access', 'asset', 'using', 'trial', 'error', 'exhaustively', 'explore', 'possible', 'secret', 'values', 'hope', 'finding', 'secret', 'value', 'functionally', 'equivalent', 'unlock', 'asset']"
15,"An adversary manipulates the use or processing of an interface (e.g. Application Programming Interface (API) or System-on-Chip (SoC)) resulting in an adverse impact upon the security of the system implementing the interface. This can allow the adversary to bypass access control and/or execute functionality not intended by the interface implementation, possibly compromising the system which integrates the interface. Interface manipulation can take on a number of forms including forcing the unexpected use of an interface or the use of an interface in an unintended way.",an adversary manipulates the use or processing of an interface  e g application programming interface  api  or system on chip  soc   resulting in an adverse impact upon the security of the system implementing the interface this can allow the adversary to bypass access control and or execute functionality not intended by the interface implementation  possibly compromising the system which integrates the interface interface manipulation can take on a number of forms including forcing the unexpected use of an interface or the use of an interface in an unintended way ,"['an', 'adversary', 'manipulates', 'the', 'use', 'or', 'processing', 'of', 'an', 'interface', 'e', 'g', 'application', 'programming', 'interface', 'api', 'or', 'system', 'on', 'chip', 'soc', 'resulting', 'in', 'an', 'adverse', 'impact', 'upon', 'the', 'security', 'of', 'the', 'system', 'implementing', 'the', 'interface', 'this', 'can', 'allow', 'the', 'adversary', 'to', 'bypass', 'access', 'control', 'and', 'or', 'execute', 'functionality', 'not', 'intended', 'by', 'the', 'interface', 'implementation', 'possibly', 'compromising', 'the', 'system', 'which', 'integrates', 'the', 'interface', 'interface', 'manipulation', 'can', 'take', 'on', 'a', 'number', 'of', 'forms', 'including', 'forcing', 'the', 'unexpected', 'use', 'of', 'an', 'interface', 'or', 'the', 'use', 'of', 'an', 'interface', 'in', 'an', 'unintended', 'way']","['adversary', 'manipulates', 'use', 'processing', 'interface', 'e', 'g', 'application', 'programming', 'interface', 'api', 'system', 'chip', 'soc', 'resulting', 'adverse', 'impact', 'upon', 'security', 'system', 'implementing', 'interface', 'allow', 'adversary', 'bypass', 'access', 'control', 'execute', 'functionality', 'intended', 'interface', 'implementation', 'possibly', 'compromising', 'system', 'integrates', 'interface', 'interface', 'manipulation', 'take', 'number', 'forms', 'including', 'forcing', 'unexpected', 'use', 'interface', 'use', 'interface', 'unintended', 'way']"
16,"An attacker obtains unauthorized access to an application, service or device either through knowledge of the inherent weaknesses of an authentication mechanism, or by exploiting a flaw in the authentication scheme's implementation. In such an attack an authentication mechanism is functioning but a carefully controlled sequence of events causes the mechanism to grant access to the attacker.",an attacker obtains unauthorized access to an application  service or device either through knowledge of the inherent weaknesses of an authentication mechanism  or by exploiting a flaw in the authentication scheme s implementation in such an attack an authentication mechanism is functioning but a carefully controlled sequence of events causes the mechanism to grant access to the attacker ,"['an', 'attacker', 'obtains', 'unauthorized', 'access', 'to', 'an', 'application', 'service', 'or', 'device', 'either', 'through', 'knowledge', 'of', 'the', 'inherent', 'weaknesses', 'of', 'an', 'authentication', 'mechanism', 'or', 'by', 'exploiting', 'a', 'flaw', 'in', 'the', 'authentication', 'scheme', 's', 'implementation', 'in', 'such', 'an', 'attack', 'an', 'authentication', 'mechanism', 'is', 'functioning', 'but', 'a', 'carefully', 'controlled', 'sequence', 'of', 'events', 'causes', 'the', 'mechanism', 'to', 'grant', 'access', 'to', 'the', 'attacker']","['attacker', 'obtains', 'unauthorized', 'access', 'application', 'service', 'device', 'either', 'knowledge', 'inherent', 'weaknesses', 'authentication', 'mechanism', 'exploiting', 'flaw', 'authentication', 'scheme', 'implementation', 'attack', 'authentication', 'mechanism', 'functioning', 'carefully', 'controlled', 'sequence', 'events', 'causes', 'mechanism', 'grant', 'access', 'attacker']"
17,"An attacker gains access to application, service, or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism. The attacker is therefore able to access protected data without authentication ever having taken place.",an attacker gains access to application  service  or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism the attacker is therefore able to access protected data without authentication ever having taken place ,"['an', 'attacker', 'gains', 'access', 'to', 'application', 'service', 'or', 'device', 'with', 'the', 'privileges', 'of', 'an', 'authorized', 'or', 'privileged', 'user', 'by', 'evading', 'or', 'circumventing', 'an', 'authentication', 'mechanism', 'the', 'attacker', 'is', 'therefore', 'able', 'to', 'access', 'protected', 'data', 'without', 'authentication', 'ever', 'having', 'taken', 'place']","['attacker', 'gains', 'access', 'application', 'service', 'device', 'privileges', 'authorized', 'privileged', 'user', 'evading', 'circumventing', 'authentication', 'mechanism', 'attacker', 'therefore', 'able', 'access', 'protected', 'data', 'without', 'authentication', 'ever', 'taken', 'place']"
18,An adversary actively probes the target in a manner that is designed to solicit information that could be leveraged for malicious purposes.,an adversary actively probes the target in a manner that is designed to solicit information that could be leveraged for malicious purposes ,"['an', 'adversary', 'actively', 'probes', 'the', 'target', 'in', 'a', 'manner', 'that', 'is', 'designed', 'to', 'solicit', 'information', 'that', 'could', 'be', 'leveraged', 'for', 'malicious', 'purposes']","['adversary', 'actively', 'probes', 'target', 'manner', 'designed', 'solicit', 'information', 'could', 'leveraged', 'malicious', 'purposes']"
19,"An adversary monitors data streams to or from the target for information gathering purposes. This attack may be undertaken to solely gather sensitive information or to support a further attack against the target. This attack pattern can involve sniffing network traffic as well as other types of data streams (e.g. radio). The adversary can attempt to initiate the establishment of a data stream or passively observe the communications as they unfold. In all variants of this attack, the adversary is not the intended recipient of the data stream. In contrast to other means of gathering information (e.g., targeting data leaks), the adversary must actively position themself so as to observe explicit data channels (e.g. network traffic) and read the content. However, this attack differs from a Adversary-In-the-Middle (CAPEC-94) attack, as the adversary does not alter the content of the communications nor forward data to the intended recipient.",an adversary monitors data streams to or from the target for information gathering purposes this attack may be undertaken to solely gather sensitive information or to support a further attack against the target this attack pattern can involve sniffing network traffic as well as other types of data streams  e g radio  the adversary can attempt to initiate the establishment of a data stream or passively observe the communications as they unfold in all variants of this attack  the adversary is not the intended recipient of the data stream in contrast to other means of gathering information  e g   targeting data leaks   the adversary must actively position themself so as to observe explicit data channels  e g network traffic  and read the content however  this attack differs from a adversary in the middle  capec 94  attack  as the adversary does not alter the content of the communications nor forward data to the intended recipient ,"['an', 'adversary', 'monitors', 'data', 'streams', 'to', 'or', 'from', 'the', 'target', 'for', 'information', 'gathering', 'purposes', 'this', 'attack', 'may', 'be', 'undertaken', 'to', 'solely', 'gather', 'sensitive', 'information', 'or', 'to', 'support', 'a', 'further', 'attack', 'against', 'the', 'target', 'this', 'attack', 'pattern', 'can', 'involve', 'sniffing', 'network', 'traffic', 'as', 'well', 'as', 'other', 'types', 'of', 'data', 'streams', 'e', 'g', 'radio', 'the', 'adversary', 'can', 'attempt', 'to', 'initiate', 'the', 'establishment', 'of', 'a', 'data', 'stream', 'or', 'passively', 'observe', 'the', 'communications', 'as', 'they', 'unfold', 'in', 'all', 'variants', 'of', 'this', 'attack', 'the', 'adversary', 'is', 'not', 'the', 'intended', 'recipient', 'of', 'the', 'data', 'stream', 'in', 'contrast', 'to', 'other', 'means', 'of', 'gathering', 'information', 'e', 'g', 'targeting', 'data', 'leaks', 'the', 'adversary', 'must', 'actively', 'position', 'themself', 'so', 'as', 'to', 'observe', 'explicit', 'data', 'channels', 'e', 'g', 'network', 'traffic', 'and', 'read', 'the', 'content', 'however', 'this', 'attack', 'differs', 'from', 'a', 'adversary', 'in', 'the', 'middle', 'capec', '94', 'attack', 'as', 'the', 'adversary', 'does', 'not', 'alter', 'the', 'content', 'of', 'the', 'communications', 'nor', 'forward', 'data', 'to', 'the', 'intended', 'recipient']","['adversary', 'monitors', 'data', 'streams', 'target', 'information', 'gathering', 'purposes', 'attack', 'may', 'undertaken', 'solely', 'gather', 'sensitive', 'information', 'support', 'attack', 'target', 'attack', 'pattern', 'involve', 'sniffing', 'network', 'traffic', 'well', 'types', 'data', 'streams', 'e', 'g', 'radio', 'adversary', 'attempt', 'initiate', 'establishment', 'data', 'stream', 'passively', 'observe', 'communications', 'unfold', 'variants', 'attack', 'adversary', 'intended', 'recipient', 'data', 'stream', 'contrast', 'means', 'gathering', 'information', 'e', 'g', 'targeting', 'data', 'leaks', 'adversary', 'must', 'actively', 'position', 'themself', 'observe', 'explicit', 'data', 'channels', 'e', 'g', 'network', 'traffic', 'read', 'content', 'however', 'attack', 'differs', 'adversary', 'middle', 'capec', '94', 'attack', 'adversary', 'alter', 'content', 'communications', 'forward', 'data', 'intended', 'recipient']"
20,"This pattern of attack is defined by the selection of messages distributed via multicast or public information channels that are intended for another client by determining the parameter value assigned to that client. This attack allows the adversary to gain access to potentially privileged information, and to possibly perpetrate other attacks through the distribution means by impersonation. If the channel/message being manipulated is an input rather than output mechanism for the system, (such as a command bus), this style of attack could be used to change the adversary's identifier to more a privileged one.",this pattern of attack is defined by the selection of messages distributed via multicast or public information channels that are intended for another client by determining the parameter value assigned to that client this attack allows the adversary to gain access to potentially privileged information  and to possibly perpetrate other attacks through the distribution means by impersonation if the channel message being manipulated is an input rather than output mechanism for the system   such as a command bus   this style of attack could be used to change the adversary s identifier to more a privileged one ,"['this', 'pattern', 'of', 'attack', 'is', 'defined', 'by', 'the', 'selection', 'of', 'messages', 'distributed', 'via', 'multicast', 'or', 'public', 'information', 'channels', 'that', 'are', 'intended', 'for', 'another', 'client', 'by', 'determining', 'the', 'parameter', 'value', 'assigned', 'to', 'that', 'client', 'this', 'attack', 'allows', 'the', 'adversary', 'to', 'gain', 'access', 'to', 'potentially', 'privileged', 'information', 'and', 'to', 'possibly', 'perpetrate', 'other', 'attacks', 'through', 'the', 'distribution', 'means', 'by', 'impersonation', 'if', 'the', 'channel', 'message', 'being', 'manipulated', 'is', 'an', 'input', 'rather', 'than', 'output', 'mechanism', 'for', 'the', 'system', 'such', 'as', 'a', 'command', 'bus', 'this', 'style', 'of', 'attack', 'could', 'be', 'used', 'to', 'change', 'the', 'adversary', 's', 'identifier', 'to', 'more', 'a', 'privileged', 'one']","['pattern', 'attack', 'defined', 'selection', 'messages', 'distributed', 'via', 'multicast', 'public', 'information', 'channels', 'intended', 'another', 'client', 'determining', 'parameter', 'value', 'assigned', 'client', 'attack', 'allows', 'adversary', 'gain', 'access', 'potentially', 'privileged', 'information', 'possibly', 'perpetrate', 'attacks', 'distribution', 'means', 'impersonation', 'channel', 'message', 'manipulated', 'input', 'rather', 'output', 'mechanism', 'system', 'command', 'bus', 'style', 'attack', 'could', 'used', 'change', 'adversary', 'identifier', 'privileged', 'one']"
